species,year,decimalLongitude,decimalLatitude
Ctenosaura similis,2020,-84.061365,9.90859
Thecadactylus rapicauda,2019,-84.287412,9.909808
Hemidactylus frenatus,2014,-84.044678,9.919854
Sceloporus malachiticus,2020,-84.107518,10.0363
Hemidactylus frenatus,2018,-84.237339,9.987517
Anolis humilis,2020,-84.043082,10.05065
Hemidactylus frenatus,2020,-84.131467,9.902568
Boa imperator,2019,-84.063588,9.946839
Ctenosaura similis,2020,-84.059494,9.907925
Lampropeltis micropholis,2020,-84.208793,10.138649
Anolis limifrons,2008,-84.287412,9.909808
Hemidactylus frenatus,2020,-84.132225,9.990538
Anolis limifrons,2020,-83.829209,9.848468
Holcosus quadrilineatus,2008,-84.287412,9.909808
Sceloporus malachiticus,2020,-84.131833,10.00896
Basiliscus basiliscus,2019,-84.300615,9.905302
Iguana iguana,2020,-83.841319,9.941986
Anolis lemurinus,2020,-83.976387,9.888363
Sceloporus malachiticus,2020,-83.976272,9.890997
Gonatodes albogularis,2005,-84.076829,9.912973
Anolis humilis,2020,-83.976137,9.890108
Anolis humilis,2020,-84.12963,9.876825
Basiliscus basiliscus,2015,-83.783545,9.749775
Basiliscus plumifrons,2015,-83.783735,9.750159
Erythrolamprus epinephalus,2015,-83.795457,9.773825
Bothriechis nigroviridis,2019,-84.102973,10.108372
Trachemys grayi,2020,-84.055129,10.01824
Sceloporus malachiticus,2020,-84.063914,9.959463
Hemidactylus frenatus,2020,-83.927478,9.862267
Sphaerodactylus homolepis,2017,-83.797157,9.868965
Iguana iguana,2019,-84.275175,10.01281
Crocodylus acutus,2019,-84.262281,9.87725
Iguana iguana,2020,-84.065116,9.969588
Ctenosaura similis,2019,-84.358771,9.991814
Holcosus quadrilineatus,2015,-83.797157,9.868965
Sceloporus malachiticus,2015,-84.078863,9.98061
Basiliscus basiliscus,2012,-84.22401,9.994654
Trachemys venusta,2017,-84.096269,9.936832
Lampropeltis micropholis,2020,-84.237779,10.141114
Sceloporus malachiticus,2020,-84.133767,9.919003
Ctenosaura similis,2020,-84.270974,9.946332
Iguana iguana,2020,-84.079674,9.981323
Rhinoclemmys pulcherrima,2014,-84.249917,9.984015
Sceloporus malachiticus,2019,-84.078925,9.980202
Sceloporus malachiticus,2019,-84.079322,9.982275
Iguana iguana,2013,-84.157137,9.968193
Corytophanes cristatus,2015,-84.061045,9.922115
Basiliscus plumifrons,2019,-83.83632,9.826837
Micrurus nigrocinctus,2019,-84.01913,9.909212
Boa imperator,2019,-84.241464,10.095579
Bothriechis lateralis,2019,-84.12023,9.965247
Tantilla armillata,2019,-84.168335,9.988055
Iguana iguana,2015,-83.927778,9.790413
Basiliscus plumifrons,2019,-84.21417,10.015939
Ctenosaura similis,2019,-84.272142,10.004236
Iguana iguana,2005,-84.093051,9.973472
Iguana iguana,2005,-84.093051,9.973472
Sceloporus malachiticus,2019,-84.078839,9.980935
Sceloporus malachiticus,2019,-84.192335,10.141775
Ctenosaura similis,2019,-84.272266,10.004069
Hemidactylus frenatus,2019,-84.043515,9.917285
Anolis laeviventris,2019,-84.236698,9.882994
Iguana iguana,2018,-84.190245,9.997074
Sceloporus malachiticus,2019,-84.090725,9.928069
Chironius exoletus,2019,-83.801691,9.767401
Basiliscus basiliscus,2019,-84.311136,9.990522
Ctenosaura similis,2019,-84.214003,10.013443
Bothriechis schlegelii,2019,-83.878922,9.906842
Gymnophthalmus speciosus,2014,-84.345824,9.990038
Sceloporus malachiticus,2012,-84.091011,9.979967
Sceloporus malachiticus,2019,-84.10868,9.998692
Basiliscus basiliscus,2018,-84.110885,9.998897
Hemidactylus frenatus,2019,-84.100089,9.932178
Basiliscus plumifrons,2017,-83.900803,9.892103
Iguana iguana,2008,-84.093977,9.973165
Caiman crocodilus,2008,-84.093631,9.973347
Sceloporus malachiticus,2016,-84.090725,9.928069
Iguana iguana,2019,-84.200225,9.937845
Hemidactylus frenatus,2019,-84.34617,9.99033
Iguana iguana,2019,-84.270355,9.916604
Anolis quaggulus,2011,-83.915929,9.785794
Chelydra acutirostris,2019,-83.818202,9.841367
Sceloporus malachiticus,2018,-83.889926,9.839676
Sceloporus malachiticus,2019,-84.075403,9.98375
Sceloporus malachiticus,2019,-84.105469,9.944063
Boa imperator,2019,-84.058223,9.939017
Basiliscus basiliscus,2019,-84.04708,10.01815
Hemidactylus frenatus,2019,-84.131455,9.90254
Sceloporus malachiticus,2019,-84.13146,9.902551
Sceloporus malachiticus,2019,-84.109529,9.996497
Ctenosaura similis,2017,-84.241481,9.994671
Anolis cupreus,2019,-83.772118,9.828155
Anolis limifrons,2018,-83.79715,9.871137
Ctenosaura similis,2018,-84.345824,9.990038
Senticolis triaspis,2019,-84.051379,9.948691
Mastigodryas melanolomus,2009,-84.052436,9.926865
Sceloporus malachiticus,2019,-84.07885,9.980484
Ctenosaura similis,2019,-84.420458,9.964616
Anolis cupreus,2017,-84.096927,9.937073
Sceloporus malachiticus,2015,-83.836279,9.827337
Anolis biporcatus,2018,-83.868459,9.827356
Ctenosaura similis,2017,-84.090264,9.928943
Ctenosaura similis,2017,-84.076829,9.912973
Anolis cupreus,2017,-84.060005,9.921212
Hemidactylus frenatus,2017,-84.241297,9.994209
Chelonia mydas,2017,-84.098026,10.042326
Sceloporus malachiticus,2015,-83.849588,9.786918
Boa imperator,2018,-84.088084,9.925242
Ctenosaura similis,2017,-84.275533,10.012526
Sceloporus malachiticus,2015,-83.866384,9.817374
Crocodylus acutus,2014,-84.414828,9.933829
Sceloporus malachiticus,2018,-83.958966,9.949543
Bothriechis schlegelii,2007,-84.090725,9.928069
Holcosus quadrilineatus,2017,-84.241696,9.993291
Mastigodryas melanolomus,2014,-84.051847,10.047318
Basiliscus plumifrons,2017,-83.838408,9.827097
Iguana iguana,2017,-84.076829,9.912973
Basiliscus plumifrons,2016,-83.836367,9.826714
Hemidactylus frenatus,2017,-84.038607,9.913409
Bothriechis lateralis,2011,-83.784399,9.755923
Kinosternon scorpioides,2016,-84.081838,9.874822
Micrurus clarki,2017,-83.797157,9.868965
Anolis limifrons,2017,-83.797157,9.868965
Basiliscus plumifrons,2017,-83.797157,9.868965
Hemidactylus frenatus,2017,-84.059287,9.940346
Ctenosaura similis,2017,-84.098765,9.939738
Drymobius margaritiferus,2017,-83.885824,9.856918
Hemidactylus frenatus,2013,-84.035068,9.910347
Iguana iguana,2017,-84.057891,9.939927
Gonatodes albogularis,2017,-84.241351,9.994189
Anolis tropidolepis,2011,-83.784399,9.755923
Anolis capito,2011,-83.784399,9.755923
Ctenosaura similis,2017,-84.236237,9.976805
Ctenosaura similis,2017,-84.241308,9.994041
Ctenosaura similis,2017,-84.241329,9.994168
Ctenosaura similis,2014,-84.324853,9.944228
Basiliscus basiliscus,2014,-84.343264,9.967328
Basiliscus basiliscus,2014,-84.142785,10.018986
Sceloporus malachiticus,2015,-84.06189,9.83492
Sceloporus malachiticus,2017,-84.116821,9.961904
Sceloporus malachiticus,2017,-84.151711,10.045525
Hemidactylus frenatus,2016,-84.21131,9.951846
Basiliscus plumifrons,2016,-84.065254,9.918579
Crocodylus acutus,2013,-84.052101,9.908875
Iguana iguana,2005,-84.093218,9.97392
Iguana iguana,2016,-84.180246,9.936743
Sceloporus malachiticus,2016,-84.078617,9.981675
Sceloporus malachiticus,2014,-84.197717,9.938534
Gonatodes albogularis,2016,-84.176384,9.926481
Hemidactylus frenatus,2015,-84.250226,9.984652
Iguana iguana,2016,-84.077756,9.88444
Iguana iguana,2011,-84.090725,9.928069
