species,year,decimalLongitude,decimalLatitude
Procyon lotor,2019,-84.110455,9.999119
Sciurus variegatoides,2020,-84.198375,10.058011
Sciurus variegatoides,2020,-84.078746,9.981901
Sciurus variegatoides,2018,-84.079118,9.981535
Sciurus variegatoides,2018,-84.208858,10.059215
Sciurus variegatoides,2019,-84.102902,9.937023
Sciurus variegatoides,2019,-84.078908,9.980858
Sciurus variegatoides,2015,-84.071103,9.931516
Choloepus hoffmanni,2003,-84.088557,10.075162
Sciurus variegatoides,2013,-84.07885,9.980484
Sciurus variegatoides,2019,-84.051344,9.935533
Sciurus variegatoides,2019,-83.947715,9.785309
Sciurus variegatoides,2019,-84.21417,10.015939
Sciurus granatensis,2013,-84.241209,10.100751
Urocyon cinereoargenteus,2019,-84.065686,9.923115
Bradypus variegatus,2019,-84.051029,9.936995
Sciurus variegatoides,2019,-84.109505,10.000956
Nasua narica,2010,-83.783625,9.75909
Sciurus variegatoides,2011,-84.213874,10.016493
Sphiggurus mexicanus,2019,-84.14125,9.865625
Sciurus variegatoides,2011,-84.174379,9.986202
Urocyon cinereoargenteus,2019,-84.024673,9.924121
Sciurus granatensis,2019,-84.008158,9.943616
Bradypus variegatus,2019,-84.017032,10.026943
Cebus imitator,2013,-84.089046,9.881553
Procyon lotor,2019,-84.108923,9.999124
Nasua narica,2014,-83.874305,9.940594
Tapirella bairdii,2019,-84.12455,10.123654
Sciurus variegatoides,2013,-84.28376,9.916182
Sciurus variegatoides,2018,-84.08197,9.936388
Sciurus variegatoides,2015,-83.886856,9.799949
Sciurus variegatoides,2019,-84.186584,9.983845
Sciurus variegatoides,2019,-84.08197,9.936388
Sciurus variegatoides,2012,-84.213852,10.016503
Sciurus variegatoides,2013,-84.050476,9.937148
Sciurus variegatoides,2012,-84.08197,9.936388
Sciurus variegatoides,2018,-84.157173,9.980317
Sciurus variegatoides,2019,-84.07885,9.980484
Sciurus variegatoides,2019,-84.062361,9.930848
Sciurus variegatoides,2015,-83.865455,9.817455
Sciurus variegatoides,2008,-84.162183,9.978316
Sciurus variegatoides,2019,-84.214121,10.016302
Sciurus variegatoides,2012,-84.151793,10.045507
Sciurus variegatoides,2008,-84.049442,9.962279
Sciurus variegatoides,2018,-84.102398,9.935329
Cebus imitator,2019,-83.968721,9.780145
Choloepus hoffmanni,2019,-83.861202,9.856758
Tapirella bairdii,2019,-83.815422,9.790106
Sciurus variegatoides,2018,-83.833888,9.826902
Cebus imitator,2016,-83.889941,9.840111
Tapirella bairdii,2017,-83.985031,10.018614
Cebus capucinus,2019,-83.772118,9.828155
Sciurus variegatoides,2012,-84.07885,9.980484
Sciurus variegatoides,2018,-84.111186,9.998686
Procyon lotor,2019,-84.039986,9.934692
Sciurus variegatoides,2019,-84.07885,9.980484
Procyon lotor,2019,-84.065147,9.924397
Sciurus variegatoides,2018,-84.042794,9.93883
Felis catus,2019,-84.442146,9.963016
Sciurus variegatoides,2019,-84.078622,9.981508
Sciurus variegatoides,2018,-84.043254,9.938427
Sciurus variegatoides,2018,-84.071866,9.934425
Sciurus variegatoides,2017,-84.104069,9.934529
Sciurus variegatoides,2018,-84.177211,9.923015
Sciurus variegatoides,2018,-84.101805,9.936053
Tapirella bairdii,2010,-83.826023,9.778373
Tamandua mexicana,2018,-83.780993,9.749353
Sphiggurus mexicanus,2018,-83.96376,9.948222
Cebus imitator,2014,-84.105278,9.965197
Sciurus variegatoides,2011,-84.072672,9.93439
Sciurus variegatoides,2018,-84.154353,9.974547
Choloepus hoffmanni,2018,-83.986888,9.91061
Dasypus novemcinctus,2018,-83.959512,9.948353
Sciurus variegatoides,2018,-84.250214,9.984219
Bradypus variegatus,2017,-84.203322,9.997805
Nasua narica,2013,-84.390495,9.958719
Microsciurus alfari,2010,-83.783692,9.759041
Felis catus,2018,-84.075456,9.929883
Sciurus variegatoides,2010,-84.078948,9.981214
Nasua narica,2015,-83.783692,9.759041
Saimiri oerstedii,2017,-84.005711,9.873182
Sciurus variegatoides,2017,-83.790178,9.826603
Sciurus variegatoides,2017,-84.030572,9.937117
Sciurus variegatoides,2017,-84.103187,9.935643
Sciurus variegatoides,2010,-84.073578,9.936
Didelphis marsupialis,2017,-84.114979,10.059184
Sciurus variegatoides,2017,-84.059099,9.94021
Sciurus variegatoides,2017,-84.240031,9.99552
Sciurus variegatoides,2017,-84.241287,9.994231
Sciurus variegatoides,2017,-84.103444,9.936066
Sciurus variegatoides,2017,-84.078826,9.981751
Sciurus variegatoides,2011,-84.078916,9.980939
Sphiggurus mexicanus,2016,-83.954107,9.924968
Sciurus variegatoides,2015,-84.250226,9.984652
Sciurus variegatoides,2007,-84.209647,10.047066
Sciurus variegatoides,2016,-84.444835,9.974469
Sciurus variegatoides,2016,-83.823055,9.82641
Nasua narica,2016,-84.146018,9.943297
Tapirella bairdii,2016,-83.998091,10.014132
Bradypus variegatus,2013,-84.082012,9.927128
Sciurus variegatoides,2016,-84.078693,9.982035
Dasypus novemcinctus,2016,-84.180195,9.936759
Sciurus variegatoides,2015,-84.163427,10.118527
Sciurus granatensis,2015,-84.163427,10.118527
Nasua narica,2015,-83.813711,9.781462
Sciurus variegatoides,2014,-84.078932,9.98115
Sciurus variegatoides,2014,-84.201794,10.028527
Nasua narica,2015,-84.21667,10.01667
Sciurus variegatoides,2015,-84.116821,10.074333
Centurio senex,2014,-84.365845,9.934579
