species,year,decimalLongitude,decimalLatitude
Helosis cayennensis,2003,-84.275,9.91111
Handroanthus impetiginosum,2006,-84.15775,9.94468
Xylosma hispidula,2006,-84.11944,10.12778
Brugmansia arborea,2008,-84.0675,9.99806
Solanum torvum,2005,-84.19444,9.93889
Pilea vulcanica,2012,-83.92231,9.96533
Juglans olanchana,2010,-84.06944,9.99444
Lafoensia punicifolia,2006,-84.15775,9.94468
Monteverdia recondita,2003,-84.11667,10.03333
Epidendrum rigidiflorum,2003,-84.00417,10.05
Heisteria concinna,2003,-84.26951,9.91675
Phenax mexicanus,2013,-84.05619,10.02322
Gyrocarpus jatrophifolius,2006,-84.26951,9.91675
Leochilus tricuspidatus,2005,-83.79167,9.76667
Centropogon costaricae,2003,-84.15,9.87778
Witheringia coccoloboides,2007,-84.02083,9.84306
Adiantum trapeziforme,2013,-84.3852,9.94808
Dorstenia contrajerva,2013,-84.3852,9.94808
Byttneria aculeata,2013,-84.38198,9.94042
Populus nigra,2012,-84.07183,9.93231
Clethra formosa,2008,-84.11872,10.13511
Cornus disciflora,2006,-84.12078,10.13483
Fleischmannia sideritidis,2014,-83.78194,9.74806
Loeselia glandulosa,2007,-84.02083,9.84306
Erechtites valerianifolius,2000,-83.99778,9.99167
Cissus microcarpa,2005,-84.27222,9.9
Ligustrum lucidum,2007,-84.02777,10.01832
Lantana hirta,2011,-84.0675,9.99806
Hoffmannia arborescens,2007,-84.14267,9.87325
Solanum roblense,2010,-84.01383,10.05808
Citrus aurantium,2006,-84.09348,9.97362
Spermacoce remota,2012,-84.29472,9.91694
Phoradendron chrysocladon,2002,-83.966,9.799
Pilea pittieri,2002,-83.79444,9.77083
Morella cerifera,2006,-84.12078,10.13483
Ficus benjamina,2006,-84.15775,9.94468
Meliosma idiopoda,2002,-84.16101,9.89862
Sobralia leucoxantha,2006,-83.78333,9.77361
Wissadula contracta,2012,-84.26028,9.9085
Centropogon gutierrezii,2006,-84.12078,10.13483
Citharexylum macradenium,2013,-83.97028,9.79361
Sciodaphyllum pittieri,2006,-84.12222,10.1325
Zantedeschia aethiopica,2005,-83.87844,9.95628
Lacistema aggregatum,2003,-84.30142,9.90409
Stigmaphyllon ellipticum,2013,-84.38198,9.94042
Eleocharis montana,2006,-83.78333,9.77361
Xylosma oligandrum,2005,-84.27222,9.9
Macleania rupestris,2006,-84.11944,10.12778
Erigeron karvinskianus,2005,-84.15611,9.89083
Cissus obliqua,2007,-84.14267,9.87325
Cestrum irazuense,2006,-84.11944,10.12778
Cardiospermum grandiflorum,2012,-84.26028,9.9085
Chamaedorea hodelii,2005,-83.98668,10.05852
Cestrum poasanum,2006,-84.12222,10.1325
Cyathula prostrata,2006,-84.15775,9.94468
Citrus aurantium,2014,-84.06639,10.00556
Pouzolzia parasitica,2008,-83.97046,9.89032
Pilea herniarioides,2014,-84.15194,10.07972
Rivina humilis,2012,-84.092,9.97239
Maxillaria dendrobioides,2006,-83.78333,9.77361
Allosidastrum pyramidatum,2012,-84.29306,9.9125
Sapranthus palanga,2012,-84.29306,9.9125
Epidendrum radicans,2007,-84.02083,9.84306
Oreopanax nubigenus,2006,-84.11944,10.12778
Aristolochia ringens,2006,-84.09348,9.97362
Gaiadendron punctatum,2013,-84.08016,10.08844
Bolbitis portoricensis,2013,-84.3852,9.94808
Carex jamesonii,2006,-84.12222,10.1325
Myroxylon balsamum,2012,-84.092,9.97239
Oeceoclades maculata,2013,-84.3852,9.94808
Carex polystachya,2005,-84.1895,9.89321
Ipomoea nil,2004,-84.26667,9.91111
Gonolobus edulis,2003,-84.26667,9.91667
Psychotria orosiana,2008,-83.98056,9.88889
Miconia tonduzii,2006,-84.11944,10.12778
Cuphea ignea,2003,-84.10611,10.08944
Clibadium anceps,2005,-83.98668,10.05852
Loeselia glandulosa,2004,-84.27222,9.9
Pontederia rotundifolia,2008,-84.09444,9.97222
Musa velutina,2012,-83.78469,9.75625
Hypericum thesiifolium,2006,-83.78333,9.77361
Citrus aurantium,2006,-84.0675,9.99806
Polyanthina nemorosa,2003,-84.11667,10.03333
Ficus citrifolia,2006,-84.27222,9.9
Hedyosmum costaricense,2012,-83.78333,9.75556
Scaphosepalum microdactylum,2005,-84.12778,9.85972
Celtis iguanaea,2002,-84.24216,9.89866
Coccineorchis cernua,2002,-84.01667,9.83056
Specklinia lentiginosa,2004,-84.12778,9.85
Sobralia leucoxantha,2005,-83.78111,9.79444
Aristolochia maxima,2010,-84.17483,9.98294
Dendropanax querceti,2012,-83.78333,9.75556
Agave americana,2002,-84.08028,9.97917
Gaiadendron punctatum,2008,-84.02377,10.04889
Psittacanthus schiedeanus,2001,-84.1,10.06667
Equisetum giganteum,2007,-84.09444,9.97222
Staphylea occidentalis,2009,-84.06556,9.99306
Quercus costaricensis,2005,-83.87767,9.96025
Ateleia pterocarpa,2012,-84.092,9.97239
Goeppertia marantifolia,2013,-84.3852,9.94808
Blakea henripittieri,2014,-83.78194,9.74806
Phyllanthus anisolobus,2011,-84.09348,9.97362
Valeriana candolleana,2011,-83.87194,9.96544
Styrax argenteus,2012,-84.26028,9.9085
Rhynchospora locuples,2002,-83.94444,9.80833
Symplocos serrulata,2006,-84.12078,10.13483
Styrax argenteus,2006,-84.15828,9.89138
Randia aculeata,2008,-83.98056,9.88889
Peperomia hylophila,2006,-84.11944,10.12778
Verbena litoralis,2001,-84.05278,9.99583
Mikania banisteriae,2014,-83.78194,9.74806
Gouania polygama,2012,-84.26028,9.9085
Gouania polygama,2013,-84.07778,9.99583
Robinsonella lindeniana,2015,-84.0675,9.99806
Miconia costaricensis,2006,-84.11944,10.12778
Weinmannia pinnata,2004,-84.12778,9.85
Tradescantia poelliae,2007,-84.13944,9.87314
Cissus obliqua,2005,-83.87844,9.95628
Forestiera cartaginensis,2003,-84.15556,9.91667
Palicourea lasiorrhachis,2007,-84.01131,10.05975
Casimiroa sapota,2010,-84.098,10.02064
Megathyrsus maximus,2010,-84.17483,9.98294
Urtica leptophylla,2012,-83.92231,9.96533
Trichilia havanensis,2002,-84.01667,9.83056
Epidendrum muscicola,2005,-84.00417,10.05
Lepanthes wendlandii,2004,-84.12778,9.85
Sobralia corazoi,2005,-83.78111,9.79444
Smilax purhampuy,2006,-84.12078,10.13483
Aristolochia maxima,2009,-84.31806,9.98278
Burmeistera vulgaris,2006,-83.96389,10.00972
Stenostephanus silvaticus,2005,-83.98668,10.05852
Acnistus arborescens,2008,-84.09444,9.97083
Pleuropetalum sprucei,2008,-83.99722,9.88611
Viburnum costaricanum,2010,-84.12506,10.13061
Mitreola petiolata,2003,-84.26951,9.91675
Psittacanthus schiedeanus,2005,-83.87844,9.95628
Anacardium occidentale,2020,-84.378412,9.942608
Centropogon gutierrezii,2022,-83.845322,9.961048
Rivina humilis,2022,-84.139556,9.914252
Begonia involucrata,2022,-84.146509,9.882212
Monstera deliciosa,2022,-84.117012,10.01926
Thunbergia alata,2022,-83.992056,9.992849
Heliconia vellerigera,2022,-83.820885,9.751806
Heliconia vellerigera,2022,-83.820096,9.751806
Pitcairnia heterophylla,2022,-84.007286,9.943247
Tridax procumbens,2022,-84.103288,9.979455
Yucca gigantea,2022,-83.814499,9.750869
Callianthe picta,2022,-83.814987,9.750837
Delonix regia,2022,-84.138542,9.970537
Persicaria capitata,2022,-83.815379,9.750969
Nasa triphylla,2022,-84.139789,9.872296
Cirsium subcoriaceum,2022,-84.123062,10.121123
Psidium guajava,2022,-83.814772,9.750821
Euphorbia cotinifolia,2022,-84.110315,9.99835
Asclepias curassavica,2022,-84.14384,9.885817
Cirsium subcoriaceum,2022,-84.123963,10.123531
Pernettya prostrata,2022,-84.123663,10.121714
Spathodea campanulata,2015,-84.090725,9.928069
Torenia fournieri,2022,-83.814928,9.750826
Solanum quitoense,2022,-83.815116,9.7509
Prunella vulgaris,2022,-84.125504,10.127201
Anthurium formosum,2022,-83.771871,9.827716
Prunella vulgaris,2019,-83.859625,9.773274
Cestrum cristinae,2021,-84.142897,9.876167
Renealmia cernua,2022,-83.771727,9.827878
Heliconia latispatha,2021,-83.818554,9.819711
Columnea oerstediana,2022,-83.992056,9.992849
Etlingera elatior,2010,-83.783692,9.759041
Anthurium scherzerianum,2022,-83.771711,9.827812
Heliconia psittacorum,2020,-84.037971,9.914105
Lepanthes horrida,2022,-84.078318,10.077094
Cordyline fruticosa,2022,-84.210468,10.057392
Spermacoce ovalifolia,2021,-84.191383,10.095622
Heliconia psittacorum,2021,-84.057762,9.908211
Ipomoea cairica,2022,-84.076059,9.937585
Heliconia rostrata,2021,-83.89735,9.882417
Epidendrum radicans,2022,-84.014594,10.035164
Rhaphiolepis loquata,2022,-84.047421,9.983152
Ludwigia peruviana,2022,-83.992056,9.992849
Momordica charantia,2022,-84.139658,9.914336
Pachystachys lutea,2022,-84.072763,9.938583
Ipomoea dumosa,2021,-84.127837,9.911536
Begonia oaxacana,2022,-83.84388,9.962157
Guzmania plicatifolia,2022,-83.773456,9.828158
Cochlospermum vitifolium,2019,-84.070225,9.93472
Euphorbia pulcherrima,2022,-84.078933,9.922753
Jacaranda mimosifolia,2022,-84.051145,9.936831
Euphorbia pulcherrima,2022,-83.812287,9.932945
Heliconia collinsiana,2021,-84.078636,9.981597
Anthurium pallens,2022,-83.770397,9.827565
Gliricidia sepium,2022,-84.115719,10.025128
Heliconia latispatha,2021,-84.007956,10.05964
Zingiber spectabile,2022,-84.249979,9.984501
Rhaphiolepis loquata,2022,-83.814606,9.750974
Tillandsia usneoides,2017,-83.893754,9.798155
Zingiber spectabile,2022,-83.814504,9.750514
Beaucarnea recurvata,2022,-84.397204,9.959728
Arachis pintoi,2022,-84.121201,10.116782
Cojoba arborea,2015,-84.090725,9.928069
Heliconia tortuosa,2022,-84.143997,9.885687
Fuchsia paniculata,2022,-84.122056,10.117645
Allamanda blanchetii,2022,-84.166383,10.041917
Hybanthus galeottii,2020,-84.042259,9.99197
Comparettia falcata,2021,-84.13568,9.858545
Tradescantia zanonia,2022,-84.055129,10.01824
Anthurium formosum,2022,-83.771248,9.827603
Acnistus arborescens,2022,-84.005431,9.986822
Cochlospermum vitifolium,2020,-84.167704,9.982685
Alpinia purpurata,2022,-84.071958,9.982277
Ulex europaeus,2019,-84.125611,10.125181
Goeppertia zebrina,2021,-84.003197,9.93072
Musa velutina,2022,-84.007965,9.944212
Masdevallia fulvescens,2021,-84.039693,10.054971
Heliconia collinsiana,2021,-84.111354,10.04804
Lantana camara,2022,-84.071827,9.932892
Zingiber spectabile,2022,-83.814693,9.861221
Heliconia tortuosa,2021,-83.970217,9.937185
Tecoma stans,2022,-84.024772,9.9229
Begonia involucrata,2021,-83.983782,9.881983
Erythrina poeppigiana,2022,-84.274449,10.012231
Heliconia rostrata,2016,-84.078847,9.98046
Heliconia bihai,2018,-83.861776,9.788817
Centropogon irazuensis,2022,-83.844815,9.959861
Thunbergia alata,2022,-83.870094,9.896499
Heliconia lankesteri,2016,-83.7839,9.759
Cochlospermum vitifolium,2019,-84.070187,9.934644
Heliconia latispatha,2021,-83.854754,9.800285
Pleroma heteromalla,2018,-84.042213,9.921748
Heliconia tortuosa,2022,-84.00998,9.944494
Stelis segoviensis,2001,-84.0,10.0
Lycaste candida,2001,-84.0,10.0
Dressleria eburnea,2002,-84.0,10.0
Cyrtochiloides ochmatochila,2001,-84.0,10.0
Mangifera indica,2022,-84.044068,9.934869
Jamesonia flexuosa,2014,-84.039073,9.813877
Ronnbergia veitchii,2008,-83.776455,9.7511
Coffea arabica,2022,-84.153238,10.046658
Bauhinia variegata,2022,-84.032017,9.936664
Hura crepitans,2022,-84.152922,10.046347
Impatiens marianae,2022,-84.139997,9.891914
Trimezia steyermarkii,2022,-84.153265,10.046687
Mangifera indica,2022,-84.071896,9.982375
Ipomoea purpurea,2022,-84.133333,9.866667
Bomarea hirsuta,2022,-83.895639,9.894736
Eugenia uniflora,2022,-84.059944,9.934071
Spondias purpurea,2021,-84.045225,9.9267
Persea americana,2022,-83.943037,9.823867
Castilleja arvensis,2022,-84.152562,9.883378
Spondias purpurea,2021,-84.181805,9.916999
Musa acuminata,2022,-84.210425,10.057292
Acnistus arborescens,2010,-83.992056,9.992849
Stenostephanus silvaticus,2022,-84.017061,10.048491
Ricinus communis,2022,-83.853905,9.829574
Monstera deliciosa,2022,-84.121614,10.009483
Ananas comosus,2022,-84.066808,9.932596
Morinda citrifolia,2022,-84.332807,9.990843
Spondias purpurea,2022,-84.332852,9.990762
Etlingera elatior,2022,-84.283106,10.007272
Asclepias curassavica,2022,-84.139582,9.91431
Thunbergia mysorensis,2022,-83.838317,9.77028
Theobroma cacao,2022,-84.12143,10.010156
Tetragonia tetragonoides,2022,-84.140714,9.891098
Monstera deliciosa,2022,-84.210563,10.057045
Heliconia rostrata,2022,-84.210395,10.057156
Passiflora apetala,2022,-84.152345,9.881538
Miconia aeruginosa,2022,-83.88971,9.84084
Pyrostegia venusta,2022,-84.274108,10.010272
Persea caerulea,2022,-84.035615,9.964233
Ricinus communis,2022,-84.206256,10.00163
Pachystachys lutea,2022,-84.283106,10.007272
Gunnera insignis,2022,-84.248173,10.101188
Pachystachys lutea,2022,-84.229608,10.020164
Adonidia merrillii,2022,-84.071447,9.929284
Epidendrum radicans,2022,-84.152536,9.882595
Columnea glabra,2022,-84.154849,9.888607
Holmskioldia sanguinea,2019,-84.062509,9.930958
Drymonia lanceolata,2022,-84.016717,10.048486
Pleroma urvilleanum,2022,-84.071827,9.932892
Passiflora biflora,2022,-84.113973,10.028928
Hibiscus rosa-sinensis,2022,-84.071827,9.932892
Musa velutina,2022,-84.009108,9.942645
Palicourea chiriquiensis,2008,-83.778972,9.748658
Scutellaria isocheila,2022,-84.017061,10.048491
Hoffmannia congesta,2022,-84.017061,10.048491
Hamelia patens,2022,-84.072136,9.932909
Muntingia calabura,2022,-84.250568,9.984738
Oenothera rosea,2021,-84.064325,9.933747
Ulmus mexicana,2022,-83.837038,9.769792
Ipomoea cairica,2022,-84.063361,9.931808
Hypoestes phyllostachya,2022,-84.071941,9.940085
Oenothera rosea,2021,-84.065236,9.933319
Passiflora membranacea,2022,-84.0364,10.053196
Orthrosanthus monadelphus,2022,-84.151167,9.880228
Mangifera indica,2022,-84.229608,10.020164
Oenothera rosea,2021,-84.063803,9.933858
Aristolochia grandiflora,2022,-84.117889,10.025083
Ruellia blechum,2022,-84.250164,9.984863
Solanum quitoense,2022,-84.072917,9.939958
Thunbergia alata,2022,-83.809497,9.866822
Asclepias curassavica,2022,-84.071827,9.932892
Tillandsia guatemalensis,2022,-84.055129,10.01824
Nothoscordum gracile,2021,-84.060433,9.936533
Columnea lepidocaula,2022,-84.055129,10.01824
Passovia pyrifolia,2022,-84.072219,9.931555
Solanum quitoense,2022,-84.055129,10.01824
Epidendrum ciliare,2022,-83.813125,9.867604
Tillandsia punctulata,2022,-84.055129,10.01824
Asclepias curassavica,2020,-84.116566,10.026032
Impatiens balsamina,2022,-83.866408,9.83925
Tillandsia fasciculata,2022,-84.032207,9.91717
Asclepias curassavica,2022,-84.133025,9.871283
Passovia pyrifolia,2021,-84.043589,9.991577
Glossoloma tetragonum,2022,-84.055129,10.01824
Columnea purpurata,2022,-83.811609,9.866723
Dalbergia retusa,2021,-84.150799,9.870588
Palicourea padifolia,2022,-84.055129,10.01824
Hamelia patens,2019,-83.983266,9.898054
Monotropa uniflora,2021,-84.146184,9.858841
Cestrum tomentosum,2019,-83.983252,9.898806
Mauria heterophylla,2019,-83.983279,9.898719
Phytolacca icosandra,2022,-84.140995,9.889984
Notopleura aggregata,2019,-83.983294,9.88386
Psychotria subsessilis,2019,-83.984176,9.894261
Zanthoxylum limoncello,2019,-83.985203,9.890943
Besleria solanoides,2019,-83.982655,9.888631
Notopleura tolimensis,2019,-83.985813,9.893035
Rubus rosifolius,2019,-83.979847,9.88778
Palicourea padifolia,2019,-83.983895,9.889206
Epidendrum exasperatum,2022,-84.041303,10.050249
Rogiera amoena,2019,-83.983462,9.888907
Fuchsia paniculata,2011,-83.881388,9.953719
Columnea anisophylla,2019,-83.984168,9.883931
Peperomia tetraphylla,2019,-83.980835,9.888664
Siparuna gesnerioides,2019,-83.979955,9.88789
Palicourea angustifolia,2019,-83.984603,9.886557
Ocotea praetermissa,2019,-83.980047,9.888032
Palicourea hazenii,2019,-83.984739,9.886685
Justicia macrantha,2019,-83.981454,9.889455
Justicia isthmensis,2022,-84.15083,10.07979
Justicia candelariae,2022,-84.15083,10.07979
Justicia oerstedii,2022,-84.15083,10.07979
Justicia urophylla,2022,-84.067688,9.998015
Pseudogynoxys chenopodioides,2022,-84.139118,9.89155
Phytolacca icosandra,2022,-84.141281,9.889789
Epidendrum intermixtum,2021,-84.042,10.0398
Rubus niveus,2021,-84.136792,9.874557
Callistemon viminalis,2022,-84.075242,9.9356
Fuchsia paniculata,2022,-83.888288,9.80956
Heliconia rostrata,2022,-84.071827,9.932892
Musa velutina,2022,-84.104675,9.935767
Columnea microcalyx,2022,-84.049161,10.061562
Pitcairnia heterophylla,2022,-84.133284,9.880297
Epidendrum radicans,2022,-84.123086,9.883093
Mangifera indica,2021,-84.14633,10.008545
Rubus rosifolius,2010,-83.843063,9.779963
Lepidium costaricense,2015,-84.080674,9.962795
Cryptostegia grandiflora,2018,-84.351241,9.987248
Mangifera indica,2021,-84.344499,9.989597
Rubus rosifolius,2021,-84.141378,9.872939
Kalanchoe pinnata,2022,-84.072917,9.939958
Codiaeum variegatum,2022,-84.17382,9.9875
Cenchrus purpureus,2022,-84.046643,9.94474
Strongylodon macrobotrys,2022,-84.03431,9.908987
Rubus niveus,2021,-83.992056,9.992849
Alpinia zerumbet,2022,-84.071758,9.939958
Macleania rupestris,2022,-84.133639,9.868275
Ipomoea purpurea,2022,-84.136614,9.885182
Zephyranthes atamasco,2022,-84.071827,9.932892
Rivina humilis,2022,-84.071447,9.939969
Kohleria spicata,2022,-83.992056,9.992849
Impatiens walleriana,2022,-84.071827,9.932892
Psychotria panamensis,2019,-83.98472,9.88639
Notopleura aggregata,2019,-83.98436,9.88389
Zanthoxylum limoncello,2019,-83.98528,9.89072
Besleria solanoides,2019,-83.9825,9.88861
Rogiera amoena,2019,-83.98344,9.88889
Randia aculeata,2019,-83.98211,9.88889
Ocotea praetermissa,2019,-83.98211,9.88889
Cestrum tomentosum,2019,-83.98333,9.89861
Mauria heterophylla,2019,-83.98333,9.89861
Zantedeschia aethiopica,2022,-84.12751,9.884844
Robinsonella lindeniana,2022,-84.136614,9.885182
Epidendrum radicans,2022,-84.15397,9.898438
Leonurus japonicus,2022,-84.140267,9.891986
Heliconia rostrata,2022,-84.150658,10.045814
Kalanchoe pinnata,2022,-84.1073,10.071726
Begonia involucrata,2022,-84.136614,9.885182
Lepidium virginicum,2021,-84.146439,9.927119
Oreopanax xalapensis,2022,-84.136614,9.885182
Robinsonella lindeniana,2022,-84.136614,9.885182
Heliconia rostrata,2022,-84.150497,10.045708
Palicourea hazenii,2022,-83.992056,9.992849
Pitcairnia heterophylla,2022,-84.138744,9.890625
Castilleja arvensis,2022,-84.141717,9.890714
Palicourea torresiana,2021,-84.040574,10.05338
Cosmibuena valerii,2021,-84.044786,10.050589
Erythrina poeppigiana,2022,-84.078722,9.980772
Asclepias curassavica,2022,-83.992056,9.992849
Ardisia glandulosomarginata,2021,-84.147703,9.877705
Cananga odorata,2022,-84.384125,9.971587
Casuarina cunninghamiana,2022,-84.173447,9.988095
Salvia polystachia,2021,-84.152316,9.884983
Passiflora biflora,2022,-84.139781,9.893536
Mesosphaerum urticoides,2021,-84.142897,9.876167
Musa velutina,2010,-83.843063,9.779963
Peperomia palmana,2022,-84.041079,10.053047
Cestrum aurantiacum,2022,-83.992056,9.992849
Sphyrospermum buxifolium,2018,-83.783195,9.75738
Musa velutina,2022,-83.992056,9.992849
Taraxacum officinale,2021,-83.972106,9.936231
Begonia involucrata,2021,-84.142897,9.876167
Tillandsia fasciculata,2021,-84.013735,9.838315
Peperomia maculosa,2021,-84.132801,9.868063
Adiantum trapeziforme,2021,-84.305207,9.934413
Lobelia laxiflora,2022,-84.140928,9.891275
Zantedeschia aethiopica,2022,-83.992056,9.992849
Erythrina poeppigiana,2021,-84.226499,9.999917
Sida repens,2021,-84.043479,9.991512
Hackelia mexicana,2022,-83.875368,9.965017
Peperomia leptophylla,2022,-83.871294,9.964172
Erythrina poeppigiana,2022,-84.060634,9.939931
Stemodia peduncularis,2021,-84.13358,9.87245
Begonia conchifolia,2021,-84.136125,9.880125
Mangifera indica,2022,-84.265915,9.95584
Satyria warszewiczii,2008,-84.158333,9.868611
Fuchsia microphylla,2021,-84.15312,9.885052
Passiflora biflora,2022,-84.139717,9.891836
Blakea gracilis,2021,-84.159177,9.898324
Commelina diffusa,2019,-84.057433,9.937622
Mesosphaerum urticoides,2022,-84.1367,9.883664
Taraxacum officinale,2021,-84.038865,10.042863
Plumeria rubra,2022,-84.318375,9.920224
Adiantum philippense,2021,-84.346172,9.990393
Taraxacum officinale,2021,-84.04607,9.924277
Loeselia glandulosa,2022,-84.130356,9.884508
Thunbergia alata,2022,-84.19614,10.157039
Chaetogastra longifolia,2022,-84.141694,9.890836
Erythrina fusca,2021,-84.116645,10.019581
Werauhia insignis,2021,-84.037008,10.049616
Hoffmannia congesta,2022,-84.041079,10.052985
Cestrum poasanum,2021,-84.145753,9.86155
Salvia polystachia,2020,-84.158558,9.896186
Justicia macrantha,2021,-84.142897,9.876167
Aristolochia maxima,2021,-84.193173,9.93627
Spathodea campanulata,2021,-84.044962,9.93853
Psidium guajava,2020,-83.813792,9.836909
Begonia conchifolia,2022,-84.138686,9.890886
Notopleura maxonii,2022,-84.041058,10.052979
Drymonia lanceolata,2022,-84.041093,10.053016
Tradescantia zebrina,2022,-83.992056,9.992849
Commelina diffusa,2020,-84.059792,9.937655
Taraxacum officinale,2021,-83.9448,9.871814
Peperomia adscendens,2021,-84.139053,9.867997
Centropogon costaricae,2022,-84.151167,9.880169
Miconia aeruginosa,2021,-84.133296,9.87539
Monstera deliciosa,2022,-83.871323,9.829494
Cavendishia bracteata,2021,-84.142897,9.876167
Heptapleurum arboricola,2021,-83.994089,9.990449
Oxalis spiralis,2022,-84.148667,9.873036
Heliconia psittacorum,2022,-83.869099,9.828238
Castilleja arvensis,2022,-84.139928,9.892686
Heliconia rostrata,2022,-84.193186,9.980734
Monotropa uniflora,2022,-84.153111,9.873817
Pachystachys lutea,2022,-84.078736,9.981236
Castilleja arvensis,2022,-84.141356,9.8908
Hesperomeles obtusifolia,2022,-83.87327,9.961129
Salvia polystachia,2022,-84.1526,9.881869
Guzmania monostachia,2022,-83.869302,9.827802
Browallia americana,2022,-84.140906,9.890458
Spathodea campanulata,2022,-84.079103,9.981064
Hibiscus rosa-sinensis,2021,-83.912313,9.857247
Castilleja arvensis,2022,-84.136136,9.888633
Spathiphyllum wallisii,2021,-84.191253,10.095767
Oenothera rosea,2022,-84.140925,9.890439
Hieronyma oblonga,2021,-84.147629,9.874705
Bocconia frutescens,2021,-84.078772,9.980857
Passiflora biflora,2021,-84.060889,9.932864
Robinsonella lindeniana,2021,-84.139572,9.891453
Hohenbergia stellata,2021,-84.078719,9.981195
Monotropa uniflora,2021,-84.142897,9.876167
Cleome houtteana,2022,-84.079772,9.981517
Monstera deliciosa,2021,-84.19123,10.095783
Tabernaemontana donnell-smithii,2021,-84.078869,9.981015
Zinnia elegans,2021,-84.090033,9.849061
Epidendrum radicans,2021,-84.142897,9.876167
Erythrina poeppigiana,2021,-84.099119,9.940022
Zantedeschia aethiopica,2021,-83.881889,9.932795
Persea americana,2021,-84.294089,10.00689
Prunella vulgaris,2021,-84.137722,9.884144
Phaseolus costaricensis,2021,-84.142897,9.876167
Columnea glabra,2021,-84.142897,9.876167
Arthrostemma ciliatum,2022,-84.130061,9.885783
Megaskepasma erythrochlamys,2022,-84.449494,9.979417
Dichorisandra thyrsiflora,2022,-84.079225,9.980887
Macleania rupestris,2021,-84.142897,9.876167
Styrax warscewiczii,2021,-84.137214,9.881089
Ruellia blechum,2021,-84.195256,10.002812
Canavalia villosa,2021,-84.142897,9.876167
Monstera deliciosa,2021,-84.065747,9.931321
Ricinus communis,2021,-84.196144,10.003047
Cyperus odoratus,2021,-84.191362,10.095708
Zinnia elegans,2021,-83.912313,9.857247
Pontederia crassipes,2021,-84.104094,9.935525
Montanoa hibiscifolia,2021,-84.057708,9.936903
Triodanis perfoliata,2021,-83.978824,9.935994
Cavendishia bracteata,2021,-84.142897,9.876167
Epidendrum radicans,2021,-84.042,10.0398
Acrocomia aculeata,2021,-84.292153,10.005569
Chaetogastra naudiniana,2021,-84.142897,9.876167
Nicotiana tabacum,2020,-83.992056,9.992849
Musa velutina,2021,-83.783692,9.759041
Ponthieva racemosa,2021,-84.135452,9.881999
Castilleja arvensis,2022,-84.136556,9.889481
Melampodium perfoliatum,2017,-84.156569,9.924099
Dahlia imperialis,2022,-83.942712,9.985752
Tithonia diversifolia,2022,-84.079156,9.981533
Robinsonella lindeniana,2021,-84.128026,9.917328
Heliconia psittacorum,2021,-84.211538,10.097767
Justicia betonica,2021,-84.211472,10.097672
Spondias purpurea,2021,-84.294042,10.006699
Castilleja arvensis,2022,-84.141303,9.890692
Rogiera amoena,2022,-84.109369,9.890681
Guarianthe skinneri,2011,-84.078847,9.98046
Taraxacum officinale,2021,-84.041313,9.931236
Lepanthes wendlandii,2021,-84.142897,9.876167
Anthurium concinnatum,2021,-84.140278,9.877778
Justicia aurea,2021,-84.076157,10.06804
Castilleja quirosii,2021,-84.138692,9.879875
Castilleja arvensis,2021,-84.057989,9.931922
Salvia polystachia,2022,-84.136556,9.889481
Cosmos caudatus,2021,-84.056314,9.927394
Syzygium malaccense,2021,-84.154983,9.946403
Dichorisandra thyrsiflora,2021,-84.078903,9.981533
Euryops chrysanthemoides,2021,-84.082402,10.059293
Peperomia maculosa,2021,-84.140156,9.877819
Pachystachys lutea,2021,-84.21138,10.097303
Nasa triphylla,2021,-84.137831,9.875214
Dahlia imperialis,2021,-83.943462,9.909199
Monotropa uniflora,2021,-84.140183,9.877994
Berberis hemsleyi,2022,-83.875846,9.9649
Monstera deliciosa,2022,-83.869516,9.828691
Quercus insignis,2021,-84.072024,9.938962
Macleania rupestris,2021,-84.139414,9.879283
Fuchsia microphylla,2022,-83.875625,9.964843
Castilleja arvensis,2022,-84.129514,9.888169
Lepidium virginicum,2020,-83.854952,9.798712
Thunbergia alata,2022,-83.86962,9.828805
Pachystachys lutea,2021,-84.033229,9.936885
Macleania rupestris,2022,-84.15125,9.880272
Nasa triphylla,2021,-83.960105,9.977228
Robinsonella lindeniana,2022,-84.136603,9.889553
Momordica charantia,2021,-84.195432,10.002876
Mimosa pudica,2021,-84.191437,10.095586
Salvia polystachia,2022,-84.130078,9.886908
Mangifera indica,2022,-84.189683,10.001806
Lepanthes wendlandii,2021,-84.146969,9.874608
Zingiber zerumbet,2021,-84.251686,10.025985
Megaskepasma erythrochlamys,2020,-83.992056,9.992849
Platystele compacta,2021,-84.142878,9.876367
Tinantia standleyi,2022,-84.140964,9.889778
Macleania rupestris,2022,-84.151167,9.880228
Lobelia xalapensis,2021,-84.039543,9.993714
Solanum quitoense,2021,-83.978057,9.93553
Castilleja arvensis,2022,-84.14055,9.892711
Musa velutina,2022,-84.059047,9.926695
Richardia scabra,2021,-84.062144,9.932247
Castilleja arvensis,2022,-84.136333,9.889031
Loeselia glandulosa,2022,-84.139928,9.893283
Castilleja arvensis,2022,-84.13995,9.892711
Robinsonella lindeniana,2022,-84.139519,9.891556
Robinsonella lindeniana,2021,-84.128101,9.912031
Euphorbia pulcherrima,2008,-84.277189,9.917713
Plumbago auriculata,2021,-83.912313,9.857247
Rubus urticifolius,2020,-83.987804,9.885553
