species,year,decimalLongitude,decimalLatitude
Moussonia elegans,2003,-84.15,9.877778
Verbesina oerstediana,2003,-84.15,9.877778
Forsteronia myriantha,2002,-84.242156,9.898658
Melochia lupulina,2003,-84.15,9.877778
Clethra mexicana,2003,-84.15,9.877778
Hyptis capitata,2002,-84.242156,9.898658
Oreopanax pycnocarpus,2003,-84.15,9.877778
Lilium longiflorum,2003,-84.15,9.877778
Smilax subpubescens,2003,-84.15,9.877778
Lilium longiflorum,2003,-84.15,9.877778
Moussonia elegans,2003,-84.15,9.877778
Pilea hyalina,2002,-84.242156,9.898658
Clethra mexicana,2003,-84.15,9.877778
Forsteronia myriantha,2002,-84.242156,9.898658
Hoffmannia arborescens,2003,-84.15,9.877778
Chromolaena collina,2003,-84.15,9.877778
Fleischmannia plectranthifolia,2003,-84.15,9.877778
Chromolaena collina,2003,-84.15,9.877778
Desmodium uncinatum,2003,-84.15,9.877778
Clethra mexicana,2003,-84.15,9.877778
Securidaca sylvestris,2002,-84.242156,9.898658
Witheringia solanacea,2002,-84.242156,9.898658
Smilax subpubescens,2003,-84.15,9.877778
Brosimum alicastrum,2002,-84.242156,9.898658
Phaseolus coccineus,2003,-84.15,9.877778
Palicourea axillaris,2003,-84.15,9.877778
Marsypianthes chamaedrys,2002,-84.242156,9.898658
Palicourea axillaris,2003,-84.15,9.877778
Trophis racemosa,2002,-84.242156,9.898658
Hoffmannia asclepiadea,2003,-84.15,9.877778
Begonia oaxacana,2003,-84.15,9.877778
Verbesina turbacensis,2003,-84.15,9.877778
Hoffmannia asclepiadea,2003,-84.15,9.877778
Celtis iguanaea,2002,-84.242156,9.898658
Securidaca sylvestris,2002,-84.242156,9.898658
Arenaria lanuginosa,2003,-84.15,9.877778
Celtis iguanaea,2002,-84.242156,9.898658
Desmodium uncinatum,2003,-84.15,9.877778
Phaseolus coccineus,2003,-84.15,9.877778
Hoffmannia asclepiadea,2003,-84.15,9.877778
Sigesbeckia jorullensis,2003,-84.15,9.877778
Hoffmannia asclepiadea,2003,-84.15,9.877778
Hyptis capitata,2002,-84.242156,9.898658
Sloanea terniflora,2002,-84.242156,9.898658
Notopleura tolimensis,2003,-84.15,9.877778
Hymenostephium cordatum,2003,-84.15,9.877778
Celtis iguanaea,2002,-84.242156,9.898658
Sideroxylon capiri,2002,-84.242156,9.898658
Begonia oaxacana,2003,-84.15,9.877778
Clarisia racemosa,2002,-84.242156,9.898658
Pilea hyalina,2002,-84.242156,9.898658
Spermacoce alata,2002,-84.242156,9.898658
Mikania riparia,2003,-84.15,9.877778
Begonia oaxacana,2003,-84.15,9.877778
Clarisia biflora,2002,-84.242156,9.898658
Sommera donnell-smithii,2003,-84.15,9.877778
Celtis iguanaea,2002,-84.242156,9.898658
Clarisia racemosa,2002,-84.242156,9.898658
Sommera donnell-smithii,2003,-84.15,9.877778
Eugenia costaricensis,2003,-84.15,9.877778
Sloanea terniflora,2002,-84.242156,9.898658
Clarisia biflora,2002,-84.242156,9.898658
Pseudognaphalium attenuatum,2003,-84.15,9.877778
Mikania riparia,2003,-84.15,9.877778
Spermacoce alata,2002,-84.242156,9.898658
Dicliptera unguiculata,2003,-84.15,9.877778
Cordia panamensis,2002,-84.242156,9.898658
Sommera donnell-smithii,2003,-84.15,9.877778
Miconia tonduzii,2003,-84.15,9.877778
Clarisia biflora,2002,-84.242156,9.898658
Pseudogynoxys cumingii,2003,-84.15,9.877778
Hymenostephium cordatum,2003,-84.15,9.877778
Arenaria lanuginosa,2003,-84.15,9.877778
Piparea dentata,2002,-84.242156,9.898658
Hymenostephium cordatum,2003,-84.15,9.877778
Zinowiewia integerrima,2003,-84.15,9.877778
Mikania riparia,2003,-84.15,9.877778
Columnea glabra,2003,-84.15,9.877778
Guapira costaricana,2002,-84.242156,9.898658
Alternanthera lanceolata,2003,-84.15,9.877778
Myriocarpa obovata,2002,-84.242156,9.898658
Ageratina molinae,2003,-84.15,9.877778
Columnea glabra,2003,-84.15,9.877778
Mikania riparia,2003,-84.15,9.877778
Mikania riparia,2003,-84.15,9.877778
Miconia tonduzii,2003,-84.15,9.877778
Ficus americana,2002,-84.242156,9.898658
Myriocarpa obovata,2002,-84.242156,9.898658
Mandevilla veraguasensis,2003,-84.15,9.877778
Passiflora apetala,2003,-84.15,9.877778
Guapira costaricana,2002,-84.242156,9.898658
Piparea dentata,2002,-84.242156,9.898658
Miconia tonduzii,2003,-84.15,9.877778
Solanum accrescens,2002,-84.242156,9.898658
Solanum accrescens,2002,-84.242156,9.898658
Rauvolfia littoralis,2002,-84.242156,9.898658
Ageratina molinae,2003,-84.15,9.877778
Spermacoce alata,2002,-84.242156,9.898658
Palicourea deflexa,2002,-84.242156,9.898658
Ageratina molinae,2003,-84.15,9.877778
Zinowiewia integerrima,2003,-84.15,9.877778
Persea schiedeana,2003,-84.15,9.877778
Macleania rupestris,2003,-84.15,9.877778
Ficus americana,2002,-84.242156,9.898658
Dicliptera unguiculata,2003,-84.15,9.877778
Zinowiewia integerrima,2003,-84.15,9.877778
Ageratina molinae,2003,-84.15,9.877778
Persea schiedeana,2003,-84.15,9.877778
Celtis schippii,2002,-84.242156,9.898658
Varronia spinescens,2003,-84.15,9.877778
Siparuna gesnerioides,2002,-84.242156,9.898658
Rauvolfia littoralis,2002,-84.242156,9.898658
Piparea dentata,2002,-84.242156,9.898658
Celtis schippii,2002,-84.242156,9.898658
Lacistema aggregatum,2002,-84.242156,9.898658
Persea schiedeana,2003,-84.15,9.877778
Symphysia poasana,2003,-84.15,9.877778
Zornia reticulata,2002,-84.242156,9.898658
Passiflora apetala,2003,-84.15,9.877778
Symphysia poasana,2003,-84.15,9.877778
Palicourea deflexa,2002,-84.242156,9.898658
Siparuna gesnerioides,2002,-84.242156,9.898658
Alchornea latifolia,2002,-84.242156,9.898658
Elaeagnus umbellata,2003,-84.15,9.877778
Melampodium costaricense,2002,-84.242156,9.898658
Witheringia solanacea,2002,-84.242156,9.898658
Croton hirtus,2002,-84.242156,9.898658
Croton hirtus,2002,-84.242156,9.898658
Valeriana scandens,2002,-83.867226,9.839916
Baltimora recta,2002,-84.242156,9.898658
Lacistema aggregatum,2002,-84.242156,9.898658
Baltimora recta,2002,-84.242156,9.898658
Ficus pertusa,2002,-83.867226,9.839916
Acalypha macrostachya,2002,-83.867226,9.839916
Sclerocarpus divaricatus,2002,-84.242156,9.898658
Marsypianthes chamaedrys,2002,-83.867226,9.839916
Miconia sericea,2002,-84.242156,9.898658
Marsypianthes chamaedrys,2002,-83.867226,9.839916
Sclerocarpus divaricatus,2002,-84.242156,9.898658
Croton hoffmannii,2002,-83.867226,9.839916
Sclerocarpus divaricatus,2002,-84.242156,9.898658
Anoda cristata,2002,-83.867226,9.839916
Ficus pertusa,2002,-83.867226,9.839916
Melochia villosa,2002,-83.867226,9.839916
Melochia villosa,2002,-83.867226,9.839916
Valeriana scandens,2002,-83.867226,9.839916
Guarea glabra,2002,-83.867226,9.839916
Tragia volubilis,2002,-83.867226,9.839916
Melampodium costaricense,2002,-84.242156,9.898658
Croton hoffmannii,2002,-83.867226,9.839916
Alchornea latifolia,2002,-84.242156,9.898658
Palicourea cyanococca,2002,-83.867226,9.839916
Smallanthus maculatus,2002,-83.867226,9.839916
Smallanthus maculatus,2002,-83.867226,9.839916
Crassocephalum crepidioides,2002,-83.867226,9.839916
Columnea querceti,2002,-83.867226,9.839916
Guarea glabra,2002,-83.867226,9.839916
Palicourea cyanococca,2002,-83.867226,9.839916
Columnea querceti,2002,-83.867226,9.839916
Acalypha macrostachya,2002,-83.867226,9.839916
Croton hoffmannii,2002,-83.867226,9.839916
Crassocephalum crepidioides,2002,-83.867226,9.839916
Acalypha macrostachya,2002,-83.867226,9.839916
Hampea appendiculata,2002,-83.867226,9.839916
Verbesina turbacensis,2002,-83.867226,9.839916
Crassocephalum crepidioides,2002,-83.867226,9.839916
Passiflora auriculata,2002,-83.867226,9.839916
Odontadenia semidigyna,2003,-84.30142,9.904089
Ocotea pentagona,2003,-84.30142,9.904089
Diospyros acapulcensis,2003,-84.30142,9.904089
Trigonia rugosa,2002,-84.356133,9.96286
Lacistema aggregatum,2003,-84.30142,9.904089
Ocotea pentagona,2003,-84.30142,9.904089
Solenandra mexicana,2003,-84.30142,9.904089
Justicia urophylla,2003,-84.30142,9.904089
Cupania guatemalensis,2003,-84.30142,9.904089
Lacistema aggregatum,2003,-84.30142,9.904089
Desmopsis bibracteata,2003,-84.30142,9.904089
Varronia linnaei,2003,-84.30142,9.904089
Peltaea trinervis,2003,-84.30142,9.904089
Peltaea trinervis,2003,-84.30142,9.904089
Varronia linnaei,2003,-84.30142,9.904089
Cupania guatemalensis,2003,-84.30142,9.904089
Tanaecium pyramidatum,2003,-84.30142,9.904089
Cuphea utriculosa,2003,-84.30142,9.904089
Solanum nudum,2003,-84.30142,9.904089
Anacardium excelsum,2003,-84.30142,9.904089
Ficus citrifolia,2003,-84.30142,9.904089
Distimake cissoides,2003,-84.30142,9.904089
Ocotea cernua,2003,-84.30142,9.904089
Aiouea brenesii,2003,-84.30142,9.904089
Acalypha ferdinandi,2003,-84.30142,9.904089
Lepidaploa canescens,2003,-84.30142,9.904089
Justicia isthmensis,2003,-84.30142,9.904089
Ocotea cernua,2003,-84.30142,9.904089
Aiouea brenesii,2003,-84.30142,9.904089
Tanaecium pyramidatum,2003,-84.30142,9.904089
Doliocarpus dentatus,2003,-84.30142,9.904089
Ficus citrifolia,2003,-84.30142,9.904089
Justicia urophylla,2003,-84.30142,9.904089
Ruellia costaricensis,2003,-84.30142,9.904089
Aiouea brenesii,2003,-84.30142,9.904089
Lycoseris grandis,2003,-84.30142,9.904089
Lepidaploa canescens,2003,-84.30142,9.904089
Ocotea cernua,2003,-84.30142,9.904089
Desmopsis bibracteata,2003,-84.30142,9.904089
Anacardium excelsum,2003,-84.30142,9.904089
Ficus colubrinae,2003,-84.30142,9.904089
Eirmocephala brachiata,2003,-84.30142,9.904089
Justicia isthmensis,2003,-84.30142,9.904089
Cuphea utriculosa,2003,-84.30142,9.904089
Justicia isthmensis,2003,-84.30142,9.904089
Byttneria catalpifolia,2003,-84.30142,9.904089
Acalypha ferdinandi,2003,-84.30142,9.904089
Ficus colubrinae,2003,-84.30142,9.904089
Croton schiedeanus,2003,-84.30142,9.904089
Ocotea cernua,2003,-84.30142,9.904089
Ocotea cernua,2003,-84.30142,9.904089
Acalypha ferdinandi,2003,-84.30142,9.904089
Guapira costaricana,2003,-84.30142,9.904089
Ficus colubrinae,2003,-84.30142,9.904089
Croton schiedeanus,2003,-84.30142,9.904089
Byttneria catalpifolia,2003,-84.30142,9.904089
Acalypha ferdinandi,2003,-84.30142,9.904089
Clusia croatii,2003,-84.30142,9.904089
Acalypha ferdinandi,2003,-84.30142,9.904089
Clavija biborrana,2003,-84.30142,9.904089
Byttneria catalpifolia,2003,-84.30142,9.904089
Clavija biborrana,2003,-84.30142,9.904089
Croton schiedeanus,2003,-84.30142,9.904089
Iresine interrupta,2003,-84.30142,9.904089
Guapira costaricana,2003,-84.30142,9.904089
Guapira costaricana,2003,-84.30142,9.904089
Acalypha macrostachya,2003,-84.269508,9.901377
Trixis inula,2003,-84.269508,9.901377
Clusia croatii,2003,-84.30142,9.904089
Trixis inula,2003,-84.269508,9.901377
Acalypha macrostachya,2003,-84.269508,9.901377
Heterocondylus vitalbae,2003,-84.269508,9.901377
Trixis inula,2003,-84.269508,9.901377
Heterocondylus vitalbae,2003,-84.269508,9.901377
Trixis inula,2003,-84.269508,9.901377
Hippocratea volubilis,2003,-84.269508,9.901377
Lepidaploa salzmannii,2003,-84.269508,9.901377
Lonchocarpus acuminatus,2003,-84.269508,9.901377
Heterocondylus vitalbae,2003,-84.269508,9.901377
Valeriana scandens,2003,-84.269508,9.901377
Chromolaena collina,2003,-84.269508,9.901377
Lepidaploa salzmannii,2003,-84.269508,9.901377
Pseudogynoxys cumingii,2003,-84.269508,9.901377
Pseudogynoxys cumingii,2003,-84.269508,9.901377
Hippocratea volubilis,2003,-84.269508,9.901377
Juanulloa mexicana,2003,-84.269508,9.901377
Lonchocarpus acuminatus,2003,-84.269508,9.901377
Ficus yoponensis,2003,-84.269508,9.901377
Ayapana elata,2003,-84.269508,9.901377
Casearia sylvestris,2003,-84.269508,9.901377
Serjania caracasana,2003,-84.269508,9.901377
Hippocratea volubilis,2003,-84.269508,9.901377
Loeselia glandulosa,2003,-84.269508,9.901377
Ayapana elata,2003,-84.269508,9.901377
Ruehssia macrophylla,2003,-84.269508,9.901377
Ayapana elata,2003,-84.269508,9.901377
Ipomoea neei,2003,-84.269508,9.901377
Casearia sylvestris,2003,-84.269508,9.901377
Bignonia hyacinthina,2003,-84.269508,9.901377
Palicourea racemosa,2003,-84.269508,9.901377
Dendroviguiera sylvatica,2003,-84.269508,9.901377
Zanthoxylum caribaeum,2003,-84.269508,9.901377
Aiouea brenesii,2003,-84.269508,9.901377
Valeriana scandens,2003,-84.269508,9.901377
Juanulloa mexicana,2003,-84.269508,9.901377
Aiouea brenesii,2003,-84.269508,9.901377
Serjania caracasana,2003,-84.269508,9.901377
Bignonia hyacinthina,2003,-84.269508,9.901377
Ipomoea neei,2003,-84.269508,9.901377
Convolvulus nodiflorus,2003,-84.269508,9.901377
Ipomoea bernoulliana,2003,-84.269508,9.901377
Lonchocarpus acuminatus,2003,-84.269508,9.901377
Dendroviguiera sylvatica,2003,-84.269508,9.901377
Schultesia lisianthoides,2003,-84.269508,9.901377
Serjania caracasana,2003,-84.269508,9.901377
Cestrum racemosum,2003,-84.269508,9.901377
Alchornea latifolia,2003,-84.269508,9.901377
Cestrum racemosum,2003,-84.269508,9.901377
Otopappus verbesinoides,2003,-84.269508,9.901377
Alchornea latifolia,2003,-84.269508,9.901377
Alchornea latifolia,2003,-84.269508,9.901377
Strychnos panamensis,2003,-84.269508,9.901377
Otopappus verbesinoides,2003,-84.269508,9.901377
Otopappus verbesinoides,2003,-84.269508,9.901377
Ipomoea bernoulliana,2003,-84.269508,9.901377
Strychnos panamensis,2003,-84.269508,9.901377
Alchornea latifolia,2003,-84.269508,9.901377
Columnea consanguinea,2002,-83.783333,9.755556
Dresslerothamnus schizotrichus,2002,-83.783333,9.755556
Pilea purulensis,2002,-83.783333,9.755556
Columnea consanguinea,2002,-83.783333,9.755556
Hoffmannia areolata,2002,-83.783333,9.755556
Columnea gloriosa,2003,-83.783335,9.755556
Ficus macbridei,2002,-83.783333,9.755556
Ficus macbridei,2002,-83.783333,9.755556
Rufodorsia cerricola,2002,-83.783333,9.755556
Ardisia glandulosomarginata,2002,-83.783333,9.755556
Ardisia glandulosomarginata,2002,-83.783333,9.755556
Ruellia standleyi,2003,-83.783335,9.755556
Drymonia multiflora,2003,-83.783335,9.755556
Perrottetia longistylis,2003,-83.783335,9.755556
Drymonia lanceolata,2002,-83.783333,9.755556
Columnea querceti,2002,-83.783333,9.755556
Hoffmannia areolata,2002,-83.783333,9.755556
Miconia skutchiana,2002,-83.783333,9.755556
Pilea purulensis,2002,-83.783333,9.755556
Columnea microphylla,2002,-83.783333,9.755556
Glossoloma tetragonum,2003,-83.783335,9.755556
Rufodorsia cerricola,2002,-83.783333,9.755556
Notopleura pithecobia,2002,-83.783333,9.755556
Bunchosia ternata,2003,-83.783335,9.755556
Drymonia ambonensis,2002,-83.783333,9.755556
Besleria triflora,2003,-83.783335,9.755556
Besleria triflora,2003,-83.783335,9.755556
Symphysia poasana,2002,-83.783333,9.755556
Miconia skutchiana,2002,-83.783333,9.755556
Columnea querceti,2002,-83.783333,9.755556
Miconia smaragdina,2002,-83.783333,9.755556
Columnea querceti,2002,-83.783333,9.755556
Cestrum racemosum,2003,-83.783335,9.755556
Arachnothryx calycosa,2002,-83.783333,9.755556
Cestrum racemosum,2003,-83.783335,9.755556
Hygrophila costata,2002,-83.783333,9.755556
Drymonia conchocalyx,2003,-83.783335,9.755556
Rufodorsia cerricola,2002,-83.783333,9.755556
Cestrum racemosum,2003,-83.783335,9.755556
Hygrophila costata,2002,-83.783333,9.755556
Miconia smaragdina,2002,-83.783333,9.755556
Symphysia poasana,2002,-83.783333,9.755556
Miconia chiriquiensis,2002,-83.783333,9.755556
Hygrophila costata,2002,-83.783333,9.755556
Symphysia poasana,2002,-83.783333,9.755556
Miconia smaragdina,2002,-83.783333,9.755556
Symphysia poasana,2002,-83.783333,9.755556
Cestrum racemosum,2003,-83.783335,9.755556
Miconia subpeltata,2002,-83.783333,9.755556
Miconia subpeltata,2002,-83.783333,9.755556
Hygrophila costata,2002,-83.783333,9.755556
Miconia subpeltata,2002,-83.783333,9.755556
Guettarda tournefortiopsis,2002,-83.783333,9.755556
Guettarda tournefortiopsis,2002,-83.783333,9.755556
Miconia chiriquiensis,2002,-83.783333,9.755556
Hieronyma oblonga,2002,-83.783333,9.755556
Blakea maurofernandeziana,2002,-83.783333,9.755556
Miconia chiriquiensis,2002,-83.783333,9.755556
Blakea maurofernandeziana,2002,-83.783333,9.755556
Blakea maurofernandeziana,2002,-83.783333,9.755556
Miconia chiriquiensis,2002,-83.783333,9.755556
Hieronyma oblonga,2002,-83.783333,9.755556
Blakea tapantiana,2002,-83.857539,9.797956
Hieronyma oblonga,2002,-83.783333,9.755556
Blakea tapantiana,2002,-83.857539,9.797956
Cavendishia capitulata,2002,-83.783333,9.755556
Miconia hildeana,2002,-83.857539,9.797956
Blakea maurofernandeziana,2002,-83.783333,9.755556
Hieronyma oblonga,2002,-83.783333,9.755556
Guettarda tournefortiopsis,2002,-83.783333,9.755556
Cavendishia capitulata,2002,-83.783333,9.755556
Blakea tapantiana,2002,-83.857539,9.797956
Blakea tapantiana,2002,-83.857539,9.797956
Glossoloma medusaeum,2002,-83.857539,9.797956
Miconia hildeana,2002,-83.857539,9.797956
Blakea tapantiana,2002,-83.857539,9.797956
Schlegelia parviflora,2002,-83.783333,9.755556
Polyanthina nemorosa,2002,-83.783333,9.755556
Cavendishia capitulata,2002,-83.783333,9.755556
Polyanthina nemorosa,2002,-83.783333,9.755556
Blakea tapantiana,2002,-83.857539,9.797956
Miconia conomicrantha,2002,-83.857539,9.797956
Blakea guatemalensis,2002,-83.857539,9.797956
Miconia domociliata,2002,-83.857539,9.797956
Ficus hartwegii,2002,-83.857539,9.797956
Schlegelia parviflora,2002,-83.783333,9.755556
Miconia hildeana,2002,-83.857539,9.797956
Blakea tapantiana,2002,-83.857539,9.797956
Ficus cervantesiana,2002,-83.857539,9.797956
Miconia domociliata,2002,-83.857539,9.797956
Columnea querceti,2002,-83.857539,9.797956
Drymonia conchocalyx,2002,-83.857539,9.797956
Blakea guatemalensis,2002,-83.857539,9.797956
Blakea guatemalensis,2002,-83.857539,9.797956
Miconia silviphila,2002,-83.857539,9.797956
Miconia alboglandulosa,2002,-83.857539,9.797956
Blakea guatemalensis,2002,-83.857539,9.797956
Columnea querceti,2002,-83.857539,9.797956
Blakea guatemalensis,2002,-83.857539,9.797956
Columnea querceti,2002,-83.857539,9.797956
Miconia conomicrantha,2002,-83.857539,9.797956
Columnea hirta,2002,-83.857539,9.797956
Miconia multiplinervia,2002,-83.857539,9.797956
Miconia silviphila,2002,-83.857539,9.797956
Miconia multiplinervia,2002,-83.857539,9.797956
Miconia cremadena,2002,-83.857539,9.797956
Xylosma hispidula,2002,-83.857539,9.797956
Miconia conomicrantha,2002,-83.857539,9.797956
Miconia multiplinervia,2002,-83.857539,9.797956
Viola stipularis,2002,-83.857539,9.797956
Columnea hirta,2002,-83.857539,9.797956
Miconia conomicrantha,2002,-83.857539,9.797956
Hedyosmum costaricense,2002,-83.857539,9.797956
Miconia ligulata,2002,-83.857539,9.797956
Miconia multiplinervia,2002,-83.857539,9.797956
Razisea spicata,2002,-83.857539,9.797956
Notopleura maxonii,2002,-83.857539,9.797956
Viola stipularis,2002,-83.857539,9.797956
Hedyosmum costaricense,2002,-83.857539,9.797956
Miconia cremadena,2002,-83.857539,9.797956
Hedyosmum costaricense,2002,-83.857539,9.797956
Miconia cremadena,2002,-83.857539,9.797956
Razisea spicata,2002,-83.857539,9.797956
Miconia ligulata,2002,-83.857539,9.797956
Miconia brenesii,2002,-83.857539,9.797956
Drymonia lanceolata,2002,-83.857539,9.797956
Blakea intricata,2002,-83.857539,9.797956
Cestrum cristinae,2002,-83.857539,9.797956
Miconia cremadena,2002,-83.857539,9.797956
Viola stipularis,2002,-83.857539,9.797956
Miconia ligulata,2002,-83.857539,9.797956
Blakea intricata,2002,-83.857539,9.797956
Viola stipularis,2002,-83.857539,9.797956
Xylosma hispidula,2002,-83.857539,9.797956
Palicourea orosiana,2002,-83.857539,9.797956
Cestrum cristinae,2002,-83.857539,9.797956
Blakea intricata,2002,-83.857539,9.797956
Justicia orosiensis,2002,-83.857539,9.797956
Burmeistera cyclostigmata,2002,-83.857539,9.797956
Xylosma hispidula,2002,-83.857539,9.797956
Blakea henripittieri,2002,-83.857539,9.797956
Justicia orosiensis,2002,-83.857539,9.797956
Xylosma hispidula,2002,-83.857539,9.797956
Palicourea orosiana,2002,-83.857539,9.797956
Blakea pauciflora,2002,-83.857539,9.797956
Blakea henripittieri,2002,-83.857539,9.797956
Chrysochlamys psychotriifolia,2002,-83.857539,9.797956
Columnea microphylla,2002,-83.857539,9.797956
Phyllonoma ruscifolia,2002,-83.857539,9.797956
Drymonia lanceolata,2002,-83.857539,9.797956
Blakea henripittieri,2002,-83.857539,9.797956
Blakea pauciflora,2002,-83.857539,9.797956
Phyllonoma ruscifolia,2002,-83.857539,9.797956
Phyllonoma ruscifolia,2002,-83.857539,9.797956
Phyllonoma ruscifolia,2002,-83.857539,9.797956
Blakea pauciflora,2002,-83.857539,9.797956
Chrysochlamys psychotriifolia,2002,-83.857539,9.797956
Drymonia lanceolata,2002,-83.857539,9.797956
Hoffmannia formicaria,2002,-83.857539,9.797956
Drymonia multiflora,2002,-83.857539,9.797956
Chrysochlamys psychotriifolia,2002,-83.857539,9.797956
Cavendishia axillaris,2002,-83.857539,9.797956
Cavendishia axillaris,2002,-83.857539,9.797956
Ficus cotinifolia,2003,-84.304722,9.990833
Iresine interrupta,2003,-84.30142,9.904089
Buddleja americana,2005,-84.0675,9.998056
Miconia brenesii,2002,-84.160556,10.143056
Buddleja americana,2005,-84.0675,9.998056
Abutilon divaricatum,2005,-84.0675,9.998056
Abutilon divaricatum,2005,-84.0675,9.998056
Abutilon divaricatum,2005,-84.0675,9.998056
Buddleja americana,2005,-84.0675,9.998056
Abutilon divaricatum,2005,-84.0675,9.998056
Schwartzia costaricensis,2002,-84.160556,10.143056
Miconia brenesii,2002,-84.160556,10.143056
Cupania largifolia,2002,-84.160556,10.143056
Schwartzia costaricensis,2002,-84.160556,10.143056
Casearia tacanensis,2002,-84.160556,10.143056
Schwartzia costaricensis,2002,-84.160556,10.143056
Meriania macrophylla,2002,-84.160556,10.143056
Miconia brenesii,2002,-84.160556,10.143056
Meriania macrophylla,2002,-84.160556,10.143056
Casearia tacanensis,2002,-84.160556,10.143056
Clusia dukei,2002,-84.160556,10.143056
Blakea grandiflora,2002,-84.160556,10.143056
Miconia brenesii,2002,-84.160556,10.143056
Casearia tacanensis,2002,-84.160556,10.143056
Casearia tacanensis,2002,-84.160556,10.143056
Miconia brenesii,2002,-84.160556,10.143056
Blakea grandiflora,2002,-84.160556,10.143056
Miconia brenesii,2002,-84.160556,10.143056
Blakea grandiflora,2002,-84.160556,10.143056
Elaphoglossum peltatum,2002,-84.160556,10.143056
Elaphoglossum peltatum,2002,-84.160556,10.143056
Casearia tacanensis,2002,-84.160556,10.143056
Blakea grandiflora,2002,-84.160556,10.143056
Cupania largifolia,2002,-84.160556,10.143056
Blakea grandiflora,2002,-84.160556,10.143056
Cupania largifolia,2002,-84.160556,10.143056
Meriania macrophylla,2002,-84.160556,10.143056
Cupania largifolia,2002,-84.160556,10.143056
Miconia brenesii,2002,-84.160556,10.143056
Clusia dukei,2002,-84.160556,10.143056
Schlegelia parviflora,2002,-84.160556,10.143056
Clusia dukei,2002,-84.160556,10.143056
Burmeistera vulgaris,2002,-84.160556,10.143056
Cupania largifolia,2002,-84.160556,10.143056
Clusia dukei,2002,-84.160556,10.143056
Browallia americana,2002,-84.160556,10.143056
Schlegelia parviflora,2002,-84.160556,10.143056
Marcgravia serrae,2002,-84.160556,10.143056
Miconia tonduzii,2002,-84.160556,10.143056
Hydrangea peruviana,2002,-84.160556,10.143056
Daphnopsis americana,2002,-84.160556,10.143056
Schlegelia parviflora,2002,-84.160556,10.143056
Schlegelia parviflora,2002,-84.160556,10.143056
Daphnopsis americana,2002,-84.160556,10.143056
Viola stipularis,2002,-84.160556,10.143056
Sapium rigidifolium,2002,-84.160556,10.143056
Daphnopsis americana,2002,-84.160556,10.143056
Miconia tonduzii,2002,-84.160556,10.143056
Miconia tonduzii,2002,-84.160556,10.143056
Miconia tonduzii,2002,-84.160556,10.143056
Marcgravia serrae,2002,-84.160556,10.143056
Marcgravia serrae,2002,-84.160556,10.143056
Viola stipularis,2002,-84.160556,10.143056
Browallia americana,2002,-84.160556,10.143056
Burmeistera vulgaris,2002,-84.160556,10.143056
Guatteria oliviformis,2002,-84.160556,10.143056
Guatteria oliviformis,2002,-84.160556,10.143056
Sapium rigidifolium,2002,-84.160556,10.143056
Burmeistera vulgaris,2002,-84.160556,10.143056
Guatteria oliviformis,2002,-84.160556,10.143056
Cavendishia melastomoides,2002,-84.160556,10.143056
Sapium rigidifolium,2002,-84.160556,10.143056
Guatteria oliviformis,2002,-84.160556,10.143056
Guatteria oliviformis,2002,-84.160556,10.143056
Columnea lepidocaula,2002,-84.160556,10.143056
Sapium rigidifolium,2002,-84.160556,10.143056
Hoffmannia pittieri,2002,-84.160556,10.143056
Hieronyma oblonga,2002,-84.160556,10.143056
Cavendishia melastomoides,2002,-84.160556,10.143056
Hieronyma oblonga,2002,-84.160556,10.143056
Meriania phlomoides,2002,-84.160556,10.143056
Columnea lepidocaula,2002,-84.160556,10.143056
Glossoloma tetragonum,2002,-84.160556,10.143056
Guatteria oliviformis,2002,-84.160556,10.143056
Cavendishia melastomoides,2002,-84.160556,10.143056
Hieronyma oblonga,2002,-84.160556,10.143056
Hoffmannia pittieri,2002,-84.160556,10.143056
Glossoloma tetragonum,2002,-84.160556,10.143056
Miconia neomicrantha,2002,-84.160556,10.143056
Miconia neomicrantha,2002,-84.160556,10.143056
Miconia neomicrantha,2002,-84.160556,10.143056
Hoffmannia pittieri,2002,-84.160556,10.143056
Columnea lepidocaula,2002,-84.160556,10.143056
Miconia neomicrantha,2002,-84.160556,10.143056
Ficus cotinifolia,2003,-84.304722,9.990833
Columnea querceti,2003,-83.783335,9.755556
Witheringia macrantha,2002,-84.160556,10.143056
Ficus aurea,2002,-84.161008,9.898624
Ficus aurea,2002,-84.161008,9.898624
Meliosma idiopoda,2002,-84.161008,9.898624
Meliosma idiopoda,2002,-84.161008,9.898624
Ehretia latifolia,2002,-84.161008,9.898624
Ficus aurea,2002,-84.161008,9.898624
Crassocephalum crepidioides,2002,-84.161008,9.898624
Mollinedia viridiflora,2002,-84.161008,9.898624
Ficus aurea,2002,-84.161008,9.898624
Critonia morifolia,2002,-84.161008,9.898624
Meliosma idiopoda,2002,-84.161008,9.898624
Ehretia latifolia,2002,-84.161008,9.898624
Meliosma idiopoda,2002,-84.161008,9.898624
Kalanchoe pinnata,2002,-84.161008,9.898624
Ehretia latifolia,2002,-84.161008,9.898624
Ehretia latifolia,2002,-84.161008,9.898624
Myriocarpa cordifolia,2002,-84.161008,9.898624
Chaetogastra naudiniana,2002,-84.161008,9.898624
Kalanchoe pinnata,2002,-84.161008,9.898624
Ehretia latifolia,2002,-84.161008,9.898624
Heterocentron glandulosum,2002,-84.161008,9.898624
